genes	logFC	logCPM	F	PValue	FDR	sig
SLITRK5	-0.978405963750695	3.17129128227668	24.0491561371289	3.89448119867682e-06	0.000424449769640789	Not Sig
RP11-573D15.8	2.41158965264649	-1.37668012260562	22.9538666780278	4.00617082258629e-06	0.000433910601268693	Up
VTCN1	-1.54249979530284	6.063620431616	23.9528269205804	4.05032946548894e-06	0.000435985464316025	Not Sig
ARHGAP42	-0.93014768841222	3.21091698306273	23.9370819126893	4.07825963022789e-06	0.00043629872044119	Not Sig
ROR1	-1.45538285869657	0.963589626776598	23.872519851711	4.11398207231875e-06	0.000437436703518868	Not Sig
TMEM164	-0.624017088469039	5.11431103512417	23.8989163142174	4.14183828816693e-06	0.000437729551933666	Not Sig
ADAMTS1	-1.9685945075521	6.60232828739507	23.7674008517193	4.37407472110503e-06	0.00045732641487218	Not Sig
ANKRD34B	-1.441869242911	1.1661962522582	23.7785720083022	4.37971735770467e-06	0.00045732641487218	Not Sig
RBBP8	0.590228502975674	5.43801977857688	23.668361666093	4.55759866126523e-06	0.000469973984628616	Not Sig
BCAT1	-1.20374866608487	8.23440884759544	23.6659932283398	4.56199053030513e-06	0.000469973984628616	Not Sig
RP11-347C12.3	0.926537808726074	2.25347328343119	23.6596969002608	4.58169385175276e-06	0.000469973984628616	Not Sig
KANK4	-2.97220370963403	-1.36838475612209	22.742411727319	4.70491585849079e-06	0.000479791361054751	Down
PAMR1	2.94960684239082	2.67178111152993	23.4438263992841	4.87067562523662e-06	0.000493807218330675	Up
RP11-364B14.3	2.28040892345846	-0.547609518683872	22.704659759458	4.96394130538055e-06	0.000500353806261422	Up
MYCN	1.29387881499808	2.01486358334953	23.3587186502052	5.19365945117799e-06	0.000520500192584149	Not Sig
PLEKHS1	2.14787402820962	6.49906003062499	23.1805386732317	5.58405350849735e-06	0.000556427000463868	Up
LAMA4	1.46071313906474	3.75988399094777	23.1122320206607	5.74670462574848e-06	0.000569380882180694	Not Sig
ZHX2	-0.937530580509397	4.09954471686245	23.0307885948125	5.94497603179235e-06	0.000583097608312986	Not Sig
STOM	1.37019001259545	5.11047204007165	23.0232249452787	5.96335916465104e-06	0.000583097608312986	Not Sig
SIGLEC15	-1.29066494501489	6.02538501493643	23.004200236403	6.01096988631401e-06	0.000583097608312986	Not Sig
